col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111
0,273,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,1,2,0,0,1,2,3,1,0,0,0,0,17,0,252,0,0,0,27,0,0,0,0,34,1,16,11,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,219702.741935,31,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17
0,923,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,157,2,2,0,0,1,0,7,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,68
6,262,0,2,0,0,7,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,58,1,0,9,0,1,0,0,0,0,0,0,0,2,0,52,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,58,1,0,0,0,0,0,0,0,1,0,0,0,69815.3392857,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,20
0,278,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,5,0,0,0,1,3,6,0,0,0,0,0,4,0,71,0,0,0,5,3,0,1,0,6,0,4,0,0,0,0,68,3,0,0,0,0,5,3,0,6,0,3,6,210557.424242,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,58
1,114,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,281,0,0,0,0,1,10,2,0,0,0,1,1,3,0,0,0,3,0,1,0,14,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,304.8,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,64
4,238,0,3,0,0,-1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,12,2,9,11,0,1,2,0,0,0,0,0,0,4,6,131,0,0,0,0,0,2,1,0,7,0,10,3,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,761.727272727,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
0,13,0,1,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
1,27,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1,234,0,3,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,2,7,0,0,1,2,0,0,0,1,0,0,9,0,172,0,0,0,3,0,0,0,0,1,1,6,2,0,0,0,183,2,0,1,0,0,2,0,0,1,0,5,0,13195.8917526,194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,63
2,502,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,55,2,2,0,0,1,1,3,0,0,0,9,0,7,0,340,0,0,0,0,0,0,0,0,25,0,4,7,0,0,0,343,4,0,7,0,0,0,0,0,20,0,2,7,15304.8323529,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,843.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
0,53,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,232
0,27,0,2,0,0,-1,0,0,0,0,0,0,0,0,1,0,437,0,0,0,0,0,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,213,0,5,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,1942.51851852,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1506,0,1,0,2,0,19,0,0,0,0,0,1,1,0,1,0,0,0,0,0,23,286,2,27,0,0,1,0,25,0,0,0,114,0,95,0,1519,0,0,0,1,0,3,0,0,193,11,151,99,0,0,0,1533,84,0,92,0,0,1,0,3,173,8,107,71,27753.8969957,233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
4,255,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,26,1,0,0,0,1,1,0,0,0,0,0,0,11,0,360,0,0,0,0,0,0,0,0,10,1,12,6,0,0,0,372,8,0,6,0,0,0,0,0,8,0,6,0,26733.0769231,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,195
6,174,0,0,0,7,7,6,0,0,0,0,0,0,0,0,1,97,0,0,0,0,7,19,6,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,75
1,39,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
