col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111
13,850,0,3,0,0,7,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,188,2,2,29,0,1,1,3,0,0,0,0,0,61,7,905,0,0,1,44,3,3,0,0,169,4,93,126,0,0,0,930,51,4,120,0,1,42,3,3,159,4,76,23,46366.84375,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,70
0,207,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,1,1,0,1,0,0,3,0,1,0,64,0,0,0,0,0,0,0,0,7,0,0,21,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,388.058823529,17,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32
22,4129,0,0,0,2,7,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,802,2,14,0,0,1,4,259,0,65,0,187,0,64,0,2907,0,0,0,11,1,7,0,0,318,4,63,308,0,0,0,2814,53,0,297,0,0,10,1,7,302,2,49,148,15248.6390533,507,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,158
0,204,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,2,0,0,0,1,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,2,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,377.294117647,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
0,376,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,6,1,0,0,1,1,7,0,0,0,1,0,13,0,440,0,0,1,18,3,0,0,0,10,5,13,3,0,0,0,457,4,0,3,0,1,13,3,0,8,5,11,1,27977.436214,243,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11
0,61,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13
0,1213,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,13,0,0,1,1,0,0,0,0,0,0,17,0,1300,0,0,1,0,0,0,0,0,9,5,32,0,0,0,0,1326,9,0,0,0,0,0,0,0,6,4,15,4,5241.96908316,938,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,14
0,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,57
0,35,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,215,0,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,10,0,0,0,0,1,6,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5753.8974359,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,123
17,973,9,8,0,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,44,16,9,0,0,1,2,5,1,0,0,0,0,17,6,482,0,0,9,55,0,0,0,0,14,16,155,2,0,0,0,624,0,0,0,0,0,44,0,0,9,0,77,2,45253.6527778,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,73
1,21,0,2,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
0,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
0,21,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,65
1,147,0,3,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,6,0,33,0,0,0,2,0,0,0,0,2,0,5,0,0,0,0,38,4,0,0,0,1,2,0,0,1,0,1,1,88171.5909091,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,60
0,17,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,145,0,1,0,0,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,19,1,0,1,0,1,1,2,0,0,0,30,0,3,0,35,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,39,1,0,2,0,0,0,0,0,3,0,1,0,311577.210526,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12
0,71,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46
1,222,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,29,1,0,0,0,1,0,10,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18863.0070922,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,57
7,727,0,1,0,1,7,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,124,1,8,0,0,1,2,6,0,0,1,36,0,41,0,557,0,0,0,5,0,3,0,0,27,3,37,23,0,0,0,582,24,0,21,0,0,5,0,2,25,3,18,16,32279.8555556,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8
0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,105
36,1776,0,2,0,0,7,36,0,0,0,0,0,0,1,0,1,0,0,0,0,0,41,423,1,21,0,0,1,0,110,0,0,0,1,0,106,0,1961,0,0,1,4,0,0,0,0,381,0,185,166,0,0,0,1940,88,0,166,0,1,2,0,0,379,0,124,104,22945.3543544,333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8
0,61,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
0,39,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,19
0,15,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,318.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12
0,45,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,76
0,71,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,1,0,1,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,39,4,0,0,0,0,0,0,0,2,0,10,0,163599.368421,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13
0,26,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55
0,82,0,2,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,432.666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,762,0,2,0,0,7,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,78,2,2,0,0,1,0,8,0,0,0,105,0,11,0,344,0,0,0,10,0,0,0,0,4,3,18,7,0,0,0,357,9,0,6,0,0,7,0,0,4,3,10,1,35390.8315217,184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,20
0,32,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,224.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,57,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,7,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,95
0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,243,0,2,0,4,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,5,0,0,0,1,1,4,0,0,0,10,0,14,0,82,0,0,1,9,0,0,0,0,2,0,10,8,0,0,0,88,9,0,7,0,1,9,0,0,2,0,7,3,203241.333333,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,57
0,21,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
0,155,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,5,0,0,0,1,1,2,0,0,0,6,0,12,0,67,0,0,0,0,0,0,0,2,8,0,5,18,0,0,0,97,5,0,0,0,0,0,0,0,8,0,2,0,135308.68,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46
4,233,0,0,1,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,1,1,0,0,1,1,8,0,0,1,0,0,18,0,377,0,0,2,15,3,0,0,0,7,4,19,28,0,0,0,377,14,0,28,0,2,13,3,0,7,4,16,9,17255.9634146,164,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
0,8,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77,0,1,0,0,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,10,1,1,0,0,1,1,5,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,39,1,0,4,0,0,0,0,0,2,0,2,2,228260.944444,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
0,139,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,122
0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1192.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,14
0,101,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80
0,670,0,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,4,2,0,0,1,0,9,1,0,0,27,0,46,22,164,0,0,3,10,0,0,0,12,62,2,11,86,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,552.62,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
1,199,0,1,0,1,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18,1,0,0,0,1,0,13,0,0,0,4,0,13,0,192,0,0,0,1,0,0,0,0,21,0,6,14,0,0,0,196,5,0,11,0,0,1,0,0,21,0,4,9,303942.0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
9,1785,0,7,0,17,6,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,103,23,18,0,0,1,1,11,2,0,0,0,0,220,0,2613,0,0,10,201,17,1,0,0,96,144,123,31,0,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,34118.4230769,182,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,96
5,1014,0,0,0,6,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,51,6,116,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,378
1,206,0,0,0,1,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17,1,23,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,122,0,4,0,0,7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26286.0166667,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15
0,156,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,2,0,0,1,1,2,0,0,0,0,0,0,3,0,18,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,22,0,0,0,0,0,2,0,0,2,0,2,0,62788.05,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100
0,119,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,13
0,430,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,442,0,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,1,0,0,0,1,1,14,0,0,0,2,0,3,0,51,0,0,0,7,0,0,0,0,1,2,4,0,0,0,0,59,3,0,0,0,0,3,0,0,1,1,1,0,133789.604651,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52
0,43,0,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,1,4,0,0,1,2,0,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,84417.6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,57
13,981,0,3,0,0,-1,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,204,2,30,19,0,1,2,1,1,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,723.508196721,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13
0,179,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,12,2,0,0,1,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,5,2,23,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,2236.85714286,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,121
0,15,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,4898,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,57
